sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
159,0,gave,7,11,13049,13053,5,12.0,22.0,13054.0,13064.0,,,,,verb.possession,262,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
160,0,taught,5,11,13082,13088,5,12.0,15.0,13089.0,13092.0,,,,,verb.communication,263,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
160,0,taught,5,11,13082,13088,8,12.0,15.0,13089.0,13092.0,,,,,verb.communication,263,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
160,2,give,43,47,13120,13124,5,48.0,51.0,13125.0,13128.0,,,,,verb.possession,265,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
160,2,give,43,47,13120,13124,8,48.0,51.0,13125.0,13128.0,,,,,verb.possession,265,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
161,2,called,39,45,13194,13200,140,46.0,79.0,13201.0,13234.0,,,,,verb.communication,264,direct_object,the Pagoda - bearing King of Heaven,1.0,0.0,1.0,male,1.0,tertiary
162,0,aided,69,74,13305,13310,14,75.0,104.0,13311.0,13340.0,,,,,verb.social,266,direct_object,King Wu of the Dschou dynasty,1.0,0.0,1.0,male,1.0,tertiary
164,1,succeed,25,32,13434,13441,8,33.0,68.0,13442.0,13477.0,,,,,verb.social,267,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
164,2,wounding,36,44,13445,13453,8,45.0,52.0,13454.0,13461.0,53.0,68.0,13462.0,13477.0,verb.contact,268,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
166,0,carried,18,25,13537,13544,8,26.0,29.0,13545.0,13548.0,30.0,43.0,13549.0,13562.0,verb.contact,270,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
166,1,healed,45,51,13564,13570,8,52.0,61.0,13571.0,13580.0,,,,,verb.body,271,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
166,2,gave,66,70,13585,13589,8,71.0,74.0,13590.0,13593.0,,,,,verb.possession,273,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
166,2,gave,66,70,13585,13589,148,71.0,74.0,13590.0,13593.0,,,,,verb.possession,273,direct_object,the gods,2.0,0.0,2.0,unknown,0.0,tertiary
167,2,heard,45,50,13716,13721,8,51.0,75.0,13722.0,13746.0,,,,,verb.perception,274,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
169,3,grew,46,50,13901,13905,8,51.0,66.0,13906.0,13921.0,,,,,verb.change,276,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
173,0,taught,8,14,14162,14168,8,15.0,18.0,14169.0,14172.0,39.0,122.0,14193.0,14276.0,verb.communication,280,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
173,2,make,66,70,14220,14224,8,71.0,122.0,14225.0,14276.0,,,,,verb.change,281,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
174,5,seated,128,134,14406,14412,148,135.0,149.0,14413.0,14427.0,,,,,verb.contact,284,direct_object,the gods,2.0,0.0,2.0,unknown,0.0,tertiary
